Federal Office of Meteorology and Climatology MeteoSwiss
MeteoSchweiz / MeteoSuisse / MeteoSvizzera / MeteoSwiss

Monthly homogenized values

Station:                  Grimsel Hospiz
Altitude [m asl]:         1980 m
Coordinates:              46° 34.3' N / 8° 20.0' E

Reference date of homogenization:
         Temperature:     01.12.2020
         Precipitation:   01.12.2020

Last inhomogeneity provisionally corrected:
         Temperature:     no
         Precipitation:   no

Units:
         Temperature:     °C
         Precipitation:   mm

Missing values:           NA

Data source:              MeteoSwiss
Creation date:            7.10.2023


Year  Month        Temperature      Precipitation  
2015      4                1.0              188.9  
2015      5                4.5              196.2  
2015      6                9.1              131.3  
2015      7               13.2              104.5  
2015      8               11.7              130.7  
2015      9                5.2              115.3  
2015     10                3.3               91.8  
2015     11                1.9              147.5  
2015     12                1.5               24.6  
2016      1               -3.9              218.8  
2016      2               -3.8              232.2  
2016      3               -4.3              127.2  
2016      4                0.4              210.6  
2016      5                2.9              257.6  
2016      6                7.5              145.8  
2016      7               10.8              129.6  
2016      8               10.7              101.5  
2016      9                8.9              129.6  
2016     10                2.6               81.4  
2016     11               -0.7               94.8  
2016     12               -0.5                0.0  
2017      1               -6.7              160.0  
2017      2               -2.4              120.0  
2017      3                0.6              235.5  
2017      4               -0.2              222.7  
2017      5                5.2              122.8  
2017      6               10.8              112.6  
2017      7               10.6              123.0  
2017      8               11.7              185.3  
2017      9                4.7              148.3  
2017     10                5.0              169.3  
2017     11               -2.1              235.7  
2017     12               -5.4              232.9  
2018      1               -2.7              391.4  
2018      2               -9.0               93.9  
2018      3               -4.0              233.6  
2018      4                3.0               44.8  
2018      5                5.9               90.3  
2018      6                9.0               49.8  
2018      7               11.6               50.9  
2018      8               11.5              119.8  
2018      9                9.0               73.0  
2018     10                5.5              166.6  
2018     11                0.9               46.4  
2018     12               -2.8              321.7  
2019      1               -7.9              412.0  
2019      2               -0.6               94.7  
2019      3               -1.9              287.5  
2019      4                0.3              288.7  
2019      5                1.3              176.7  
2019      6               11.4              144.2  
2019      7               11.8               85.9  
2019      8               11.6              129.4  
2019      9                8.1               96.4  
2019     10                6.0              214.1  
2019     11               -1.2              163.1  
2019     12               -1.2              205.1  
2020      1               -1.4               73.2  
2020      2               -1.6              266.1  
2020      3               -2.1               98.2  
2020      4                3.7               39.2  
2020      5                5.6              100.9  
2020      6                7.4              147.5  
2020      7               11.0               93.4  
2020      8               11.1              157.7  
2020      9                8.5               94.7  
2020     10                2.0              219.8  
2020     11                3.0               37.4  
2020     12               -3.6              174.0  
2021      1               -6.4              422.4  
2021      2               -1.2               80.3  
2021      3               -3.0              198.6  
2021      4               -1.6               65.5  
2021      5                1.6              260.2  
2021      6               10.0              128.1  
2021      7                9.9              274.3  
2021      8                9.1               71.1  
2021      9                9.1               76.2  
2021     10                4.1               70.7  
2021     11               -0.4              139.9  
2021     12               -1.9              189.0  
2022      1               -3.0              139.0  
2022      2               -3.4              323.6  
2022      3               -1.2               23.8  
2022      4                0.6              115.9  
2022      5                7.2               78.3  
2022      6               11.3              145.5  
2022      7               12.6               74.7  
2022      8               12.0               95.4  
2022      9                6.3              133.9  
2022     10                8.3               98.0  
2022     11                0.7               91.1  
2022     12               -1.8              106.8  
2023      1               -4.9               95.6  
2023      2               -2.4               86.5  
2023      3               -1.0              288.1  
2023      4               -0.7              236.9  
2023      5                5.0              128.4  
2023      6               10.7               72.1  
2023      7               11.6              102.1  
2023      8               11.3              196.7  
2023      9               11.2               65.1  
